"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
3.54222456237305,11.1921758976259,3.5547324006822,74.5662518893447,4.14153501039805,476.445475589237,3.74021334205445,102.257046129496,3.80144571339541,442.804092248162
