a b c x_n x_m vel1 vel2 vel3 G1 delta2 delta3
0.00424543616420845 0.00692467522138997 0.0193773554264079 0.61764531775564 1.20920287324651 0.0206294632121891 0.0346033780361512 0.0475794679110098 0.414330287675583 0.0403859468695475 0.113712683176296
0.00687560953293729 0.00572422886837856 0.0206961207278771 0.561260239700787 1.60204125798354 0.0200525091007797 0.0351153847048812 0.0481963547952332 0.418181688756915 0.0564416695627384 0.125630392342899
0.00626871590887557 0.00474607954780909 0.0163022596645332 0.822565757878125 0.831803377415752 0.0203634193937391 0.0359899635849789 0.0478362710524685 0.384461861894792 0.0498544847490964 0.0966388597724494
0.00523644287856563 0.0036190330882722 0.0131077740858123 0.900968706863816 1.18988637209265 0.0206441317280883 0.035547789922519 0.0477493715499998 0.41200596006522 0.0488936134478077 0.0530826143217273
0.00534179956542095 0.00531198991551693 0.00838798612061888 0.910405581035768 1.21463578401483 0.020476856256577 0.0357245757704058 0.0485916807424397 0.338857423120434 0.060685581606091 0.0920067185165826
0.00453010158325988 0.00569807648449857 0.0136215051264013 1.03035815031559 1.23991104350891 0.0203711819134852 0.0347786409722889 0.0487578223789808 0.293842375438008 0.0529722643712303 0.0898575651510153
0.00455842684473994 0.00535119701736898 0.0183505561514664 0.602598767126561 1.16443526652642 0.0202763977992525 0.0354628322785468 0.0487469137611646 0.404830063034478 0.0362393797626952 0.0511628495935816
0.00638097985387605 0.00693965416549495 0.0165395476070861 0.592765162149095 1.26442347795214 0.0202002915401828 0.0349568876739019 0.0477166796810435 0.397390597803309 0.0682269953476498 0.132807264161669
0.00428500038039987 0.00466388160301628 0.00977799222964793 0.672527257043752 1.83214853455243 0.0205885211837517 0.0354565538591227 0.0472626847374159 0.289474260224891 0.0505022001631791 0.131611609757692
0.00604422647995176 0.0044555806606391 0.0144144923504605 0.984224754697876 1.17006887301849 0.0206074879105775 0.0361230642372084 0.0489706418527999 0.391997377127036 0.0385976297766436 0.0782608939292841
0.00498378441836429 0.00409791008483362 0.016029123977311 0.84873208200268 1.67188840829534 0.0206578773037082 0.0354355152279894 0.0488612783734711 0.352542305789236 0.0483625063908752 0.127752091322606
0.00474660347031988 0.00455639218430722 0.0137813486483437 0.722868311180268 2.27972036250983 0.0202010069513781 0.0353372789958493 0.0486391492169904 0.394613007122232 0.0521425829344429 0.0624456744601484
0.00305214807542053 0.00510491699403606 0.0213967253866699 0.573057721437304 1.57688733670651 0.0202941285541568 0.0350373539171783 0.0479758792837006 0.401848806282366 0.0547147882549325 0.135615141496155
0.00532803431931487 0.00508152266544162 0.0188323840083461 0.64955849492352 2.26301714146812 0.0202292464145344 0.0350831422825777 0.0493384710494827 0.280234005749249 0.0630483977971599 0.123706568860868
0.00461827351338463 0.00518703794232407 0.0192970352996816 0.404359898642753 1.3625682364474 0.0203471991773257 0.0352775217010009 0.0470149166230791 0.307978448152938 0.0416536494422238 0.127271981231309
0.00741581512848614 0.00350170672525535 0.0107934241152601 0.723676434846944 0.964809575176332 0.0201364423762864 0.0347870400218456 0.0476905358710034 0.311683148002462 0.0549963065306423 0.0802456758598331
0.00569786175878288 0.00409076718118531 0.021213195297739 0.852740572148818 0.9729377005063 0.0200792465396639 0.0348788891752684 0.0478268405944649 0.332989412088157 0.0394326110887574 0.129385124884499
0.00432915399580915 0.00519792003697949 0.0118167458725814 0.626152709274204 1.38830031625601 0.0206089145746278 0.034931339344141 0.0488278405977931 0.442665055029769 0.067888930280949 0.14549362243237
0.00620959558670199 0.00395490798804339 0.0194665211969172 0.776823104424169 1.73880742216087 0.0201390129905384 0.0361746223591275 0.0478240613132607 0.404992855877522 0.0517747001255164 0.160266115986509
0.00543328234434279 0.00658625552900462 0.00995231171349529 0.821378895367845 1.40904372387612 0.0199245147760794 0.0356110846717463 0.0481107330216677 0.274733859077143 0.0429930607869988 0.0737810579020064
0.00614073254309711 0.00716798687131726 0.0226614598787273 0.517594393040403 1.10102281422238 0.0208108435126361 0.0349076589708959 0.0490402823826118 0.324296086089988 0.0735939345206134 0.0858984263274353
0.0066579879684929 0.00381744296929566 0.00959724769044668 0.366266331139603 1.79689091649419 0.0203981518290745 0.0361078277748038 0.0495916691060149 0.372856877633417 0.0449485241934191 0.0817601305949502
0.00574671468492935 0.00739877903728827 0.0129247583980509 0.915668736928725 1.97516171445977 0.0203746657536311 0.0361790628571264 0.0478943010194804 0.273273547695717 0.0775850813705474 0.0472570397645701
